epoch,learning_rate,step,train_loss_epoch,train_loss_step,val_loss
86,9.999999747378752e-06,260,0.3033202588558197,,
87,,263,,,0.3041253983974457
87,9.999999974752427e-07,263,0.30050015449523926,,
88,,266,,,0.3049432635307312
88,9.999999974752427e-07,266,0.3006589412689209,,
89,,269,,,0.30678924918174744
89,9.999999974752427e-07,269,0.3035424053668976,,
90,,272,,,0.30560052394866943
90,9.999999974752427e-07,272,0.30454736948013306,,
91,,275,,,0.3022387623786926
91,9.999999974752427e-07,275,0.31360340118408203,,
92,,278,,,0.3031046986579895
92,9.999999974752427e-07,278,0.3015906810760498,,
93,,281,,,0.3056112825870514
93,9.999999974752427e-07,281,0.30583488941192627,,
94,,284,,,0.3019181191921234
94,9.999999974752427e-07,284,0.3043569028377533,,
95,,287,,,0.3036046028137207
95,9.999999974752427e-07,287,0.30355459451675415,,
96,,290,,,0.3022903800010681
96,9.999999974752427e-07,290,0.3076315224170685,,
97,,293,,,0.3011949360370636
97,9.999999974752427e-07,293,0.2997729480266571,,
98,,296,,,0.30263131856918335
98,1.0000000116860974e-07,296,0.3059276044368744,,
99,,299,,0.3175585865974426,
99,,299,,,0.30582866072654724
99,1.0000000116860974e-07,299,0.3020792603492737,,
100,,302,,,0.3016430735588074
100,1.0000000116860974e-07,302,0.30357715487480164,,
101,,305,,,0.30168017745018005
101,1.0000000116860974e-07,305,0.30382460355758667,,
102,,308,,,0.30178266763687134
102,1.0000000116860974e-07,308,0.3066485822200775,,
103,,311,,,0.30228090286254883
103,1.0000000116860974e-07,311,0.30376458168029785,,
104,,314,,,0.3007192313671112
104,1.0000000116860974e-07,314,0.3038750886917114,,
105,,317,,,0.30284327268600464
105,1.0000000116860974e-07,317,0.30196237564086914,,
106,,320,,,0.3043646514415741
106,1.0000000116860974e-07,320,0.3049391806125641,,
107,,323,,,0.3005203902721405
107,1.0000000116860974e-07,323,0.30588769912719727,,
108,,326,,,0.30311068892478943
108,1.0000000116860974e-07,326,0.30500873923301697,,
109,,329,,,0.3034897446632385
109,9.99999993922529e-09,329,0.30044010281562805,,
110,,332,,,0.3043060898780823
110,9.99999993922529e-09,332,0.30003663897514343,,
111,,335,,,0.29999861121177673
111,9.99999993922529e-09,335,0.30516281723976135,,
112,,338,,,0.3071490228176117
112,9.99999993922529e-09,338,0.3005567789077759,,
113,,341,,,0.3059370815753937
113,9.99999993922529e-09,341,0.3027341365814209,,
114,,344,,,0.30542469024658203
114,9.99999993922529e-09,344,0.30334553122520447,,
115,,347,,,0.3012803792953491
115,9.99999993922529e-09,347,0.30332085490226746,,
116,,349,,0.3026987612247467,
116,,350,,,0.30192503333091736
116,9.99999993922529e-09,350,0.2990696430206299,,
117,,353,,,0.30018430948257446
117,9.99999993922529e-09,353,0.3081899881362915,,
118,,356,,,0.30286291241645813
118,9.99999993922529e-09,356,0.30482715368270874,,
119,,359,,,0.3007575571537018
119,9.99999993922529e-09,359,0.30414626002311707,,
120,,362,,,0.3019965589046478
120,9.99999993922529e-09,362,0.30458864569664,,
121,,365,,,0.3029257655143738
121,9.99999993922529e-09,365,0.30497241020202637,,
122,,368,,,0.3023363947868347
122,9.99999993922529e-09,368,0.30278366804122925,,
123,,371,,,0.3022107183933258
123,9.99999993922529e-09,371,0.30656421184539795,,
124,,374,,,0.3054424524307251
124,9.99999993922529e-09,374,0.30300372838974,,
125,,377,,,0.3008418083190918
125,9.99999993922529e-09,377,0.3082669973373413,,
126,,380,,,0.3030754625797272
126,9.99999993922529e-09,380,0.3057742714881897,,
127,,383,,,0.30284759402275085
127,9.99999993922529e-09,383,0.3076533079147339,,
128,,386,,,0.30233508348464966
128,9.99999993922529e-09,386,0.30350443720817566,,
129,,389,,,0.3018965721130371
129,9.99999993922529e-09,389,0.3013796806335449,,
130,,392,,,0.3058580458164215
130,9.99999993922529e-09,392,0.30626437067985535,,
131,,395,,,0.3057270050048828
131,9.99999993922529e-09,395,0.302227258682251,,
132,,398,,,0.3004554808139801
132,9.99999993922529e-09,398,0.30228275060653687,,
133,,399,,0.3033181130886078,
133,,401,,,0.30391842126846313
133,9.99999993922529e-09,401,0.3009839653968811,,
134,,404,,,0.3039855659008026
134,9.99999993922529e-09,404,0.3015688955783844,,
135,,407,,,0.305986225605011
135,9.99999993922529e-09,407,0.3041325509548187,,
136,,410,,,0.3014330565929413
136,9.99999993922529e-09,410,0.3031197488307953,,
137,,413,,,0.30517661571502686
137,9.99999993922529e-09,413,0.3036460876464844,,
138,,416,,,0.30375003814697266
138,9.99999993922529e-09,416,0.30046847462654114,,
139,,419,,,0.30311277508735657
139,9.99999993922529e-09,419,0.29982808232307434,,
140,,422,,,0.3002808392047882
140,9.99999993922529e-09,422,0.30692073702812195,,
141,,425,,,0.30585387349128723
141,9.99999993922529e-09,425,0.30241918563842773,,
142,,428,,,0.30432620644569397
142,9.99999993922529e-09,428,0.3037925064563751,,
143,,431,,,0.3028244972229004
143,9.99999993922529e-09,431,0.3025112450122833,,
144,,434,,,0.30241984128952026
144,9.99999993922529e-09,434,0.302767813205719,,
145,,437,,,0.3012503683567047
145,9.99999993922529e-09,437,0.30578041076660156,,
146,,440,,,0.3039305806159973
146,9.99999993922529e-09,440,0.3059869408607483,,
147,,443,,,0.3036346435546875
147,9.99999993922529e-09,443,0.3038228452205658,,
148,,446,,,0.30308613181114197
148,9.99999993922529e-09,446,0.30685195326805115,,
149,,449,,0.3058214783668518,
149,,449,,,0.30084550380706787
149,9.99999993922529e-09,449,0.3060412108898163,,
150,,452,,,0.3021114468574524
150,9.99999993922529e-09,452,0.30330511927604675,,
151,,455,,,0.30295419692993164
151,9.99999993922529e-09,455,0.3070213794708252,,
152,,458,,,0.3021303713321686
152,9.99999993922529e-09,458,0.30170926451683044,,
153,,461,,,0.30559977889060974
153,9.99999993922529e-09,461,0.3012734055519104,,
154,,464,,,0.302956223487854
154,9.99999993922529e-09,464,0.30043405294418335,,
155,,467,,,0.3029892146587372
155,9.99999993922529e-09,467,0.3045347034931183,,
156,,470,,,0.3002127707004547
156,9.99999993922529e-09,470,0.2984044551849365,,
157,,473,,,0.30129241943359375
157,9.99999993922529e-09,473,0.3065733015537262,,
158,,476,,,0.3079938292503357
158,9.99999993922529e-09,476,0.3041955828666687,,
159,,479,,,0.3040549159049988
159,9.99999993922529e-09,479,0.30568787455558777,,
160,,482,,,0.30223333835601807
160,9.99999993922529e-09,482,0.30267444252967834,,
161,,485,,,0.29986461997032166
161,9.99999993922529e-09,485,0.2985472083091736,,
162,,488,,,0.3018300235271454
162,9.99999993922529e-09,488,0.30370113253593445,,
163,,491,,,0.30296704173088074
163,9.99999993922529e-09,491,0.30535221099853516,,
164,,494,,,0.3027891516685486
164,9.99999993922529e-09,494,0.30731314420700073,,
165,,497,,,0.301472544670105
165,9.99999993922529e-09,497,0.30308112502098083,,
166,,499,,0.3045630156993866,
166,,500,,,0.2994653582572937
166,9.99999993922529e-09,500,0.31045085191726685,,
167,,503,,,0.3028873801231384
167,9.99999993922529e-09,503,0.30521440505981445,,
168,,506,,,0.29902616143226624
168,9.99999993922529e-09,506,0.3026837110519409,,
169,,509,,,0.30194291472435
169,9.99999993922529e-09,509,0.30176106095314026,,
170,,512,,,0.3045409023761749
170,9.99999993922529e-09,512,0.3001297414302826,,
171,,515,,,0.30391982197761536
171,9.99999993922529e-09,515,0.3033202886581421,,
172,,518,,,0.2984088957309723
172,9.99999993922529e-09,518,0.3033725917339325,,
173,,521,,,0.30219754576683044
173,9.99999993922529e-09,521,0.30434006452560425,,
174,,524,,,0.2993220388889313
174,9.99999993922529e-09,524,0.3063677251338959,,
175,,527,,,0.2996757924556732
175,9.99999993922529e-09,527,0.29935118556022644,,
176,,530,,,0.30415278673171997
176,9.99999993922529e-09,530,0.30325260758399963,,
177,,533,,,0.3036361336708069
177,9.99999993922529e-09,533,0.3032265603542328,,
178,,536,,,0.2987942695617676
178,9.99999993922529e-09,536,0.3034110963344574,,
179,,539,,,0.30296701192855835
179,9.99999993922529e-09,539,0.30305778980255127,,
180,,542,,,0.3023402690887451
180,9.99999993922529e-09,542,0.2990284264087677,,
181,,545,,,0.3054356575012207
181,9.99999993922529e-09,545,0.30204862356185913,,
182,,548,,,0.3016258776187897
182,9.99999993922529e-09,548,0.30679288506507874,,
183,,549,,0.2957647740840912,
183,,551,,,0.30016571283340454
183,9.99999993922529e-09,551,0.3006359338760376,,
184,,554,,,0.3121766746044159
184,9.99999993922529e-09,554,0.30358895659446716,,
185,,557,,,0.3002197742462158
185,9.99999993922529e-09,557,0.3056654632091522,,
186,,560,,,0.3045635223388672
186,9.99999993922529e-09,560,0.30139803886413574,,
187,,563,,,0.30580538511276245
187,9.99999993922529e-09,563,0.30619341135025024,,
188,,566,,,0.3024322986602783
188,9.99999993922529e-09,566,0.303251713514328,,
189,,569,,,0.3029966950416565
189,9.99999993922529e-09,569,0.30411237478256226,,
190,,572,,,0.30194810032844543
190,9.99999993922529e-09,572,0.30397263169288635,,
191,,575,,,0.306115061044693
191,9.99999993922529e-09,575,0.3043852746486664,,
192,,578,,,0.2985137104988098
192,9.99999993922529e-09,578,0.3041868209838867,,
193,,581,,,0.30051735043525696
193,9.99999993922529e-09,581,0.30843469500541687,,
194,,584,,,0.30142390727996826
194,9.99999993922529e-09,584,0.30656006932258606,,
195,,587,,,0.3015337586402893
195,9.99999993922529e-09,587,0.3047058582305908,,
196,,590,,,0.3023744821548462
196,9.99999993922529e-09,590,0.30246108770370483,,
197,,593,,,0.30923768877983093
197,9.99999993922529e-09,593,0.30148619413375854,,
198,,596,,,0.3031545877456665
198,9.99999993922529e-09,596,0.30552178621292114,,
199,,599,,0.2955136299133301,
199,,599,,,0.31202268600463867
199,9.99999993922529e-09,599,0.30503755807876587,,
200,,602,,,0.30032357573509216
200,9.99999993922529e-09,602,0.30370739102363586,,
201,,605,,,0.3040354251861572
201,9.99999993922529e-09,605,0.30098870396614075,,
202,,608,,,0.299162894487381
202,9.99999993922529e-09,608,0.3043198585510254,,
203,,611,,,0.3003367483615875
203,9.99999993922529e-09,611,0.3038116693496704,,
204,,614,,,0.3018297553062439
204,9.99999993922529e-09,614,0.3023238182067871,,
205,,617,,,0.301385760307312
205,9.99999993922529e-09,617,0.30434513092041016,,
206,,620,,,0.3037918210029602
206,9.99999993922529e-09,620,0.30201324820518494,,
207,,623,,,0.3004087209701538
207,9.99999993922529e-09,623,0.3036501109600067,,
208,,626,,,0.3011990487575531
208,9.99999993922529e-09,626,0.3063242733478546,,
209,,629,,,0.3036695122718811
209,9.99999993922529e-09,629,0.3031803369522095,,
210,,632,,,0.30024653673171997
210,9.99999993922529e-09,632,0.3041115999221802,,
211,,635,,,0.3037717044353485
211,9.99999993922529e-09,635,0.30251389741897583,,
212,,638,,,0.30334439873695374
212,9.99999993922529e-09,638,0.30244114995002747,,
213,,641,,,0.30513909459114075
213,9.99999993922529e-09,641,0.30339527130126953,,
214,,644,,,0.29922428727149963
214,9.99999993922529e-09,644,0.30093008279800415,,
215,,647,,,0.30071982741355896
215,9.99999993922529e-09,647,0.30060669779777527,,
216,,649,,0.3045310378074646,
216,,650,,,0.3001517951488495
216,9.99999993922529e-09,650,0.30134713649749756,,
217,,653,,,0.3031163215637207
217,9.99999993922529e-09,653,0.304027259349823,,
218,,656,,,0.299833744764328
218,9.99999993922529e-09,656,0.30179038643836975,,
219,,659,,,0.29904821515083313
219,9.99999993922529e-09,659,0.3042745292186737,,
220,,662,,,0.3051961660385132
220,9.99999993922529e-09,662,0.30241262912750244,,
221,,665,,,0.3012903332710266
221,9.99999993922529e-09,665,0.30379772186279297,,
222,,668,,,0.30211785435676575
222,9.99999993922529e-09,668,0.301811546087265,,
223,,671,,,0.3014990985393524
223,9.99999993922529e-09,671,0.302490770816803,,
224,,674,,,0.30129745602607727
224,9.99999993922529e-09,674,0.30100229382514954,,
225,,677,,,0.3013095259666443
225,9.99999993922529e-09,677,0.3039689064025879,,
226,,680,,,0.3026989996433258
226,9.99999993922529e-09,680,0.3066345751285553,,
227,,683,,,0.3054671585559845
227,9.99999993922529e-09,683,0.3007855713367462,,
228,,686,,,0.30191752314567566
228,9.99999993922529e-09,686,0.30250075459480286,,
229,,689,,,0.30295702815055847
229,9.99999993922529e-09,689,0.30690738558769226,,
230,,692,,,0.3018181324005127
230,9.99999993922529e-09,692,0.30101409554481506,,
231,,695,,,0.30061882734298706
231,9.99999993922529e-09,695,0.3005886673927307,,
232,,698,,,0.30487507581710815
232,9.99999993922529e-09,698,0.30254030227661133,,
233,,699,,0.30686572194099426,
233,,701,,,0.3009035587310791
233,9.99999993922529e-09,701,0.29906249046325684,,
234,,704,,,0.30677685141563416
234,9.99999993922529e-09,704,0.30527013540267944,,
235,,707,,,0.3018845319747925
235,9.99999993922529e-09,707,0.3009923994541168,,
236,,710,,,0.3029800057411194
236,9.99999993922529e-09,710,0.30269429087638855,,
237,,713,,,0.30345970392227173
237,9.99999993922529e-09,713,0.30042800307273865,,
238,,716,,,0.3015618920326233
238,9.99999993922529e-09,716,0.30390623211860657,,
239,,719,,,0.30031073093414307
239,9.99999993922529e-09,719,0.30468326807022095,,
240,,722,,,0.3023167550563812
240,9.99999993922529e-09,722,0.30776247382164,,
241,,725,,,0.30404436588287354
241,9.99999993922529e-09,725,0.30553218722343445,,
242,,728,,,0.29970934987068176
242,9.99999993922529e-09,728,0.30217331647872925,,
243,,731,,,0.30499088764190674
243,9.99999993922529e-09,731,0.30445292592048645,,
244,,734,,,0.30425286293029785
244,9.99999993922529e-09,734,0.30492809414863586,,
245,,737,,,0.30671218037605286
245,9.99999993922529e-09,737,0.3027501106262207,,
246,,740,,,0.30356281995773315
246,9.99999993922529e-09,740,0.3049262762069702,,
247,,743,,,0.30534371733665466
247,9.99999993922529e-09,743,0.3016088902950287,,
248,,746,,,0.3025658130645752
248,9.99999993922529e-09,746,0.3024848997592926,,
249,,749,,0.3014552593231201,
249,,749,,,0.30164605379104614
249,9.99999993922529e-09,749,0.3054524064064026,,
250,,752,,,0.3034977316856384
250,9.99999993922529e-09,752,0.30604106187820435,,
251,,755,,,0.3035101592540741
251,9.99999993922529e-09,755,0.3015983998775482,,
252,,758,,,0.30775055289268494
252,9.99999993922529e-09,758,0.30601105093955994,,
253,,761,,,0.30415186285972595
253,9.99999993922529e-09,761,0.30699053406715393,,
254,,764,,,0.3008204996585846
254,9.99999993922529e-09,764,0.3025559186935425,,
255,,767,,,0.3016727566719055
255,9.99999993922529e-09,767,0.3060411214828491,,
256,,770,,,0.3001022934913635
256,9.99999993922529e-09,770,0.30653709173202515,,
257,,773,,,0.30480238795280457
257,9.99999993922529e-09,773,0.3027014434337616,,
258,,776,,,0.29766762256622314
258,9.99999993922529e-09,776,0.3018017113208771,,
259,,779,,,0.3059144616127014
259,9.99999993922529e-09,779,0.30434471368789673,,
260,,782,,,0.30223968625068665
260,9.99999993922529e-09,782,0.30503201484680176,,
261,,785,,,0.3062521815299988
261,9.99999993922529e-09,785,0.30221027135849,,
262,,788,,,0.2990238666534424
262,9.99999993922529e-09,788,0.30681127309799194,,
263,,791,,,0.30401095747947693
263,9.99999993922529e-09,791,0.3051609694957733,,
264,,794,,,0.3039749562740326
264,9.99999993922529e-09,794,0.29895567893981934,,
265,,797,,,0.30152425169944763
265,9.99999993922529e-09,797,0.302103191614151,,
266,,799,,0.30902382731437683,
266,,800,,,0.3027479648590088
266,9.99999993922529e-09,800,0.3076559007167816,,
267,,803,,,0.30629605054855347
267,9.99999993922529e-09,803,0.3003505766391754,,
268,,806,,,0.3037927448749542
268,9.99999993922529e-09,806,0.3015877604484558,,
269,,809,,,0.3028008043766022
269,9.99999993922529e-09,809,0.3047691583633423,,
270,,812,,,0.3029462397098541
270,9.99999993922529e-09,812,0.30297696590423584,,
271,,815,,,0.3021867573261261
271,9.99999993922529e-09,815,0.3031792640686035,,
272,,818,,,0.3053279519081116
272,9.99999993922529e-09,818,0.30344292521476746,,
273,,821,,,0.3030121624469757
273,9.99999993922529e-09,821,0.30432018637657166,,
274,,824,,,0.30645951628685
274,9.99999993922529e-09,824,0.3045601546764374,,
275,,827,,,0.29812145233154297
275,9.99999993922529e-09,827,0.30373233556747437,,
276,,830,,,0.3031468391418457
276,9.99999993922529e-09,830,0.30269795656204224,,
277,,833,,,0.30446988344192505
277,9.99999993922529e-09,833,0.3006936311721802,,
278,,836,,,0.3005507290363312
278,9.99999993922529e-09,836,0.30465012788772583,,
279,,839,,,0.30552515387535095
279,9.99999993922529e-09,839,0.3005722165107727,,
280,,842,,,0.3035089075565338
280,9.99999993922529e-09,842,0.30297303199768066,,
281,,845,,,0.29680001735687256
281,9.99999993922529e-09,845,0.3035910725593567,,
282,,848,,,0.3028101623058319
282,9.99999993922529e-09,848,0.30179643630981445,,
283,,849,,0.3045590817928314,
283,,851,,,0.30377623438835144
283,9.99999993922529e-09,851,0.3024129569530487,,
284,,854,,,0.3038738965988159
284,9.99999993922529e-09,854,0.30372416973114014,,
285,,857,,,0.3016587495803833
285,9.99999993922529e-09,857,0.3060537874698639,,
286,,860,,,0.30410996079444885
286,9.99999993922529e-09,860,0.30078524351119995,,
287,,863,,,0.3011508584022522
287,9.99999993922529e-09,863,0.304625928401947,,
288,,866,,,0.3055177330970764
288,9.99999993922529e-09,866,0.3009151816368103,,
289,,869,,,0.29767540097236633
289,9.99999993922529e-09,869,0.3038114309310913,,
290,,872,,,0.3020564019680023
290,9.99999993922529e-09,872,0.30516570806503296,,
291,,875,,,0.3032098114490509
291,9.99999993922529e-09,875,0.3012998104095459,,
292,,878,,,0.30575427412986755
292,9.99999993922529e-09,878,0.3085921108722687,,
293,,881,,,0.3000679910182953
293,9.99999993922529e-09,881,0.3017215430736542,,
294,,884,,,0.29844900965690613
294,9.99999993922529e-09,884,0.3014090955257416,,
295,,887,,,0.30313342809677124
295,9.99999993922529e-09,887,0.30522456765174866,,
296,,890,,,0.30393317341804504
296,9.99999993922529e-09,890,0.2994954586029053,,
297,,893,,,0.30515655875205994
297,9.99999993922529e-09,893,0.30193331837654114,,
298,,896,,,0.3061251640319824
298,9.99999993922529e-09,896,0.30438709259033203,,
299,,899,,0.29552847146987915,
299,,899,,,0.30091720819473267
299,9.99999993922529e-09,899,0.3060095012187958,,
300,,902,,,0.3023969233036041
300,9.99999993922529e-09,902,0.303044855594635,,
301,,905,,,0.30180349946022034
301,9.99999993922529e-09,905,0.3035534918308258,,
302,,908,,,0.3036840558052063
302,9.99999993922529e-09,908,0.30411994457244873,,
303,,911,,,0.30203887820243835
303,9.99999993922529e-09,911,0.3043992519378662,,
304,,914,,,0.30541911721229553
304,9.99999993922529e-09,914,0.3023158609867096,,
305,,917,,,0.30511102080345154
305,9.99999993922529e-09,917,0.3036291003227234,,
306,,920,,,0.3072846531867981
306,9.99999993922529e-09,920,0.3012930750846863,,
307,,923,,,0.30353859066963196
307,9.99999993922529e-09,923,0.2990041971206665,,
308,,926,,,0.29863303899765015
308,9.99999993922529e-09,926,0.3009670078754425,,
309,,929,,,0.3069298267364502
309,9.99999993922529e-09,929,0.3035900294780731,,
310,,932,,,0.30480828881263733
310,9.99999993922529e-09,932,0.30210644006729126,,
311,,935,,,0.3019644618034363
311,9.99999993922529e-09,935,0.3042641282081604,,
312,,938,,,0.3001498281955719
312,9.99999993922529e-09,938,0.3102701008319855,,
313,,941,,,0.301745742559433
313,9.99999993922529e-09,941,0.3054094910621643,,
314,,944,,,0.30475762486457825
314,9.99999993922529e-09,944,0.29959920048713684,,
315,,947,,,0.3002703785896301
315,9.99999993922529e-09,947,0.3073517382144928,,
316,,949,,0.3051000237464905,
316,,950,,,0.3042721152305603
316,9.99999993922529e-09,950,0.29922500252723694,,
317,,953,,,0.3082372546195984
317,9.99999993922529e-09,953,0.3047969341278076,,
318,,956,,,0.3041895925998688
318,9.99999993922529e-09,956,0.30147784948349,,
319,,959,,,0.3055324852466583
319,9.99999993922529e-09,959,0.3057255744934082,,
320,,962,,,0.30122464895248413
320,9.99999993922529e-09,962,0.30506959557533264,,
321,,965,,,0.3038904666900635
321,9.99999993922529e-09,965,0.30197596549987793,,
322,,968,,,0.29984337091445923
322,9.99999993922529e-09,968,0.3053849935531616,,
323,,971,,,0.30236098170280457
323,9.99999993922529e-09,971,0.308932363986969,,
324,,974,,,0.3016473352909088
324,9.99999993922529e-09,974,0.30324995517730713,,
325,,977,,,0.3007570803165436
325,9.99999993922529e-09,977,0.30483630299568176,,
